LAUS Code,State FIPS,County FIPS,County Name/State Abbreviation,Period,Force,Employed,Unemployed,rate
CN0806300000000,08,063,"Kit Carson County, CO",Mar-19,"3,968     ","3,892     ",76     ,1.9
CN0806500000000,08,065,"Lake County, CO",Mar-19,"5,247     ","5,124     ",123     ,2.3
CN0806700000000,08,067,"La Plata County, CO",Mar-19,"31,851     ","30,834     ","1,017     ",3.2
CN0806900000000,08,069,"Larimer County, CO",Mar-19,"202,331     ","196,844     ","5,487     ",2.7
CN0807100000000,08,071,"Las Animas County, CO",Mar-19,"6,580     ","6,283     ",297     ,4.5
CN0807300000000,08,073,"Lincoln County, CO",Mar-19,"2,341     ","2,274     ",67     ,2.9
CN0807500000000,08,075,"Logan County, CO",Mar-19,"10,970     ","10,679     ",291     ,2.7
CN0807700000000,08,077,"Mesa County, CO",Mar-19,"76,563     ","73,578     ","2,985     ",3.9
CN0807900000000,08,079,"Mineral County, CO",Mar-19,579     ,566     ,13     ,2.2
CN0808100000000,08,081,"Moffat County, CO",Mar-19,"7,551     ","7,205     ",346     ,4.6
CN0808300000000,08,083,"Montezuma County, CO",Mar-19,"12,683     ","11,930     ",753     ,5.9
CN0808500000000,08,085,"Montrose County, CO",Mar-19,"21,400     ","20,516     ",884     ,4.1
CN0808700000000,08,087,"Morgan County, CO",Mar-19,"15,959     ","15,465     ",494     ,3.1
CN0808900000000,08,089,"Otero County, CO",Mar-19,"8,209     ","7,811     ",398     ,4.8
CN0809100000000,08,091,"Ouray County, CO",Mar-19,"2,278     ","2,201     ",77     ,3.4
CN0809300000000,08,093,"Park County, CO",Mar-19,"11,161     ","10,833     ",328     ,2.9
CN0809500000000,08,095,"Phillips County, CO",Mar-19,"2,305     ","2,265     ",40     ,1.7
CN0809700000000,08,097,"Pitkin County, CO",Mar-19,"11,629     ","11,368     ",261     ,2.2
CN0809900000000,08,099,"Prowers County, CO",Mar-19,"6,043     ","5,867     ",176     ,2.9
CN0810100000000,08,101,"Pueblo County, CO",Mar-19,"75,855     ","72,366     ","3,489     ",4.6
CN0810300000000,08,103,"Rio Blanco County, CO",Mar-19,"2,941     ","2,810     ",131     ,4.5
CN0810500000000,08,105,"Rio Grande County, CO",Mar-19,"5,064     ","4,809     ",255     ,5.0
CN0810700000000,08,107,"Routt County, CO",Mar-19,"17,084     ","16,699     ",385     ,2.3
CN0810900000000,08,109,"Saguache County, CO",Mar-19,"3,296     ","3,148     ",148     ,4.5
CN0811100000000,08,111,"San Juan County, CO",Mar-19,501     ,479     ,22     ,4.4
CN0811300000000,08,113,"San Miguel County, CO",Mar-19,"6,314     ","6,193     ",121     ,1.9
CN0811500000000,08,115,"Sedgwick County, CO",Mar-19,"1,123     ","1,099     ",24     ,2.1
CN0811700000000,08,117,"Summit County, CO",Mar-19,"25,707     ","25,302     ",405     ,1.6
CN0811900000000,08,119,"Teller County, CO",Mar-19,"12,769     ","12,322     ",447     ,3.5
CN0812100000000,08,121,"Washington County, CO",Mar-19,"2,817     ","2,758     ",59     ,2.1
CN0812300000000,08,123,"Weld County, CO",Mar-19,"166,439     ","161,629     ","4,810     ",2.9
CN0812500000000,08,125,"Yuma County, CO",Mar-19,"5,748     ","5,645     ",103     ,1.8
CN0900100000000,09,001,"Fairfield County, CT",Mar-19,"475,119     ","456,625     ","18,494     ",3.9
CN0900300000000,09,003,"Hartford County, CT",Mar-19,"480,963     ","461,381     ","19,582     ",4.1
CN0900500000000,09,005,"Litchfield County, CT",Mar-19,"103,785     ","99,493     ","4,292     ",4.1
CN0900700000000,09,007,"Middlesex County, CT",Mar-19,"92,970     ","89,714     ","3,256     ",3.5
CN0900900000000,09,009,"New Haven County, CT",Mar-19,"457,133     ","438,065     ","19,068     ",4.2
CN0901100000000,09,011,"New London County, CT",Mar-19,"135,577     ","130,288     ","5,289     ",3.9
CN0901300000000,09,013,"Tolland County, CT",Mar-19,"86,782     ","83,633     ","3,149     ",3.6
CN0901500000000,09,015,"Windham County, CT",Mar-19,"63,797     ","60,941     ","2,856     ",4.5
CN1000100000000,10,001,"Kent County, DE",Mar-19,"79,490     ","76,375     ","3,115     ",3.9
CN1000300000000,10,003,"New Castle County, DE",Mar-19,"302,554     ","292,146     ","10,408     ",3.4
CN1000500000000,10,005,"Sussex County, DE",Mar-19,"104,065     ","99,719     ","4,346     ",4.2
CN1100100000000,11,001,District of Columbia,Mar-19,"409,447     ","386,482     ","22,965     ",5.6
CN1200100000000,12,001,"Alachua County, FL",Mar-19,"139,002     ","134,849     ","4,153     ",3.0
CN1200300000000,12,003,"Baker County, FL",Mar-19,"11,656     ","11,280     ",376     ,3.2
CN1200500000000,12,005,"Bay County, FL",Mar-19,"83,984     ","80,236     ","3,748     ",4.5
CN1200700000000,12,007,"Bradford County, FL",Mar-19,"10,894     ","10,540     ",354     ,3.2
CN1200900000000,12,009,"Brevard County, FL",Mar-19,"279,950     ","270,699     ","9,251     ",3.3
CN1201100000000,12,011,"Broward County, FL",Mar-19,"1,031,298     ","999,320     ","31,978     ",3.1
CN1201300000000,12,013,"Calhoun County, FL",Mar-19,"4,809     ","4,600     ",209     ,4.3
CN1201500000000,12,015,"Charlotte County, FL",Mar-19,"72,270     ","69,570     ","2,700     ",3.7
CN1201700000000,12,017,"Citrus County, FL",Mar-19,"47,766     ","45,427     ","2,339     ",4.9
CN1201900000000,12,019,"Clay County, FL",Mar-19,"105,873     ","102,574     ","3,299     ",3.1
CN1202100000000,12,021,"Collier County, FL",Mar-19,"184,789     ","179,381     ","5,408     ",2.9
CN1202300000000,12,023,"Columbia County, FL",Mar-19,"29,367     ","28,397     ",970     ,3.3
CN1202700000000,12,027,"DeSoto County, FL",Mar-19,"14,381     ","13,874     ",507     ,3.5
CN1202900000000,12,029,"Dixie County, FL",Mar-19,"5,864     ","5,647     ",217     ,3.7
CN1203100000000,12,031,"Duval County, FL",Mar-19,"483,521     ","467,421     ","16,100     ",3.3
CN1203300000000,12,033,"Escambia County, FL",Mar-19,"144,715     ","139,985     ","4,730     ",3.3
CN1203500000000,12,035,"Flagler County, FL",Mar-19,"46,930     ","45,107     ","1,823     ",3.9
CN1203700000000,12,037,"Franklin County, FL",Mar-19,"4,641     ","4,452     ",189     ,4.1
CN1203900000000,12,039,"Gadsden County, FL",Mar-19,"18,736     ","17,956     ",780     ,4.2
CN1204100000000,12,041,"Gilchrist County, FL",Mar-19,"7,137     ","6,884     ",253     ,3.5
CN1204300000000,12,043,"Glades County, FL",Mar-19,"5,622     ","5,418     ",204     ,3.6
CN1204500000000,12,045,"Gulf County, FL",Mar-19,"5,762     ","5,446     ",316     ,5.5
CN1204700000000,12,047,"Hamilton County, FL",Mar-19,"4,343     ","4,156     ",187     ,4.3
CN1204900000000,12,049,"Hardee County, FL",Mar-19,"8,726     ","8,307     ",419     ,4.8
CN1205100000000,12,051,"Hendry County, FL",Mar-19,"16,031     ","15,292     ",739     ,4.6
CN1205300000000,12,053,"Hernando County, FL",Mar-19,"71,158     ","68,080     ","3,078     ",4.3
CN1205500000000,12,055,"Highlands County, FL",Mar-19,"36,197     ","34,552     ","1,645     ",4.5
CN1205700000000,12,057,"Hillsborough County, FL",Mar-19,"743,822     ","720,322     ","23,500     ",3.2
CN1205900000000,12,059,"Holmes County, FL",Mar-19,"6,915     ","6,667     ",248     ,3.6
CN1206100000000,12,061,"Indian River County, FL",Mar-19,"65,690     ","63,196     ","2,494     ",3.8
CN1206300000000,12,063,"Jackson County, FL",Mar-19,"17,175     ","16,523     ",652     ,3.8
CN1206500000000,12,065,"Jefferson County, FL",Mar-19,"5,620     ","5,427     ",193     ,3.4
CN1206700000000,12,067,"Lafayette County, FL",Mar-19,"2,921     ","2,832     ",89     ,3.0
CN1206900000000,12,069,"Lake County, FL",Mar-19,"157,396     ","152,187     ","5,209     ",3.3
CN1207100000000,12,071,"Lee County, FL",Mar-19,"350,207     ","339,088     ","11,119     ",3.2
CN1207300000000,12,073,"Leon County, FL",Mar-19,"155,324     ","150,575     ","4,749     ",3.1
CN1207500000000,12,075,"Levy County, FL",Mar-19,"16,849     ","16,190     ",659     ,3.9
CN1207700000000,12,077,"Liberty County, FL",Mar-19,"2,639     ","2,539     ",100     ,3.8
CN1207900000000,12,079,"Madison County, FL",Mar-19,"7,351     ","7,067     ",284     ,3.9
CN1208100000000,12,081,"Manatee County, FL",Mar-19,"180,677     ","175,055     ","5,622     ",3.1
CN1208300000000,12,083,"Marion County, FL",Mar-19,"136,656     ","131,246     ","5,410     ",4.0
CN1208500000000,12,085,"Martin County, FL",Mar-19,"73,957     ","71,578     ","2,379     ",3.2
CN1208600000000,12,086,"Miami-Dade County, FL",Mar-19,"1,366,682     ","1,327,849     ","38,833     ",2.8
CN1208700000000,12,087,"Monroe County, FL",Mar-19,"47,416     ","46,401     ","1,015     ",2.1
CN1208900000000,12,089,"Nassau County, FL",Mar-19,"40,545     ","39,315     ","1,230     ",3.0
CN1209100000000,12,091,"Okaloosa County, FL",Mar-19,"95,726     ","93,032     ","2,694     ",2.8
CN1209300000000,12,093,"Okeechobee County, FL",Mar-19,"17,918     ","17,291     ",627     ,3.5
CN1209500000000,12,095,"Orange County, FL",Mar-19,"754,795     ","732,490     ","22,305     ",3.0
CN1209700000000,12,097,"Osceola County, FL",Mar-19,"182,357     ","176,344     ","6,013     ",3.3
CN1209900000000,12,099,"Palm Beach County, FL",Mar-19,"733,448     ","709,534     ","23,914     ",3.3
CN1210100000000,12,101,"Pasco County, FL",Mar-19,"235,415     ","226,923     ","8,492     ",3.6
CN1210300000000,12,103,"Pinellas County, FL",Mar-19,"489,001     ","473,774     ","15,227     ",3.1
CN1210500000000,12,105,"Polk County, FL",Mar-19,"303,081     ","291,801     ","11,280     ",3.7
CN1210700000000,12,107,"Putnam County, FL",Mar-19,"26,827     ","25,639     ","1,188     ",4.4
CN1210900000000,12,109,"St. Johns County, FL",Mar-19,"130,410     ","126,816     ","3,594     ",2.8
CN1211100000000,12,111,"St. Lucie County, FL",Mar-19,"144,600     ","138,925     ","5,675     ",3.9
CN1211300000000,12,113,"Santa Rosa County, FL",Mar-19,"82,084     ","79,580     ","2,504     ",3.1
CN1211500000000,12,115,"Sarasota County, FL",Mar-19,"190,046     ","183,983     ","6,063     ",3.2
CN1211700000000,12,117,"Seminole County, FL",Mar-19,"253,126     ","245,510     ","7,616     ",3.0
CN1211900000000,12,119,"Sumter County, FL",Mar-19,"32,592     ","31,003     ","1,589     ",4.9
CN1212100000000,12,121,"Suwannee County, FL",Mar-19,"17,888     ","17,261     ",627     ,3.5
CN1212300000000,12,123,"Taylor County, FL",Mar-19,"8,163     ","7,871     ",292     ,3.6
CN1212500000000,12,125,"Union County, FL",Mar-19,"4,627     ","4,490     ",137     ,3.0
CN1212700000000,12,127,"Volusia County, FL",Mar-19,"253,645     ","244,732     ","8,913     ",3.5
CN1212900000000,12,129,"Wakulla County, FL",Mar-19,"14,910     ","14,469     ",441     ,3.0
CN1213100000000,12,131,"Walton County, FL",Mar-19,"31,226     ","30,289     ",937     ,3.0
CN1213300000000,12,133,"Washington County, FL",Mar-19,"9,682     ","9,337     ",345     ,3.6
CN1300100000000,13,001,"Appling County, GA",Mar-19,"9,144     ","8,807     ",337     ,3.7
CN1300300000000,13,003,"Atkinson County, GA",Mar-19,"4,771     ","4,622     ",149     ,3.1
CN1300500000000,13,005,"Bacon County, GA",Mar-19,"5,019     ","4,849     ",170     ,3.4
CN1300700000000,13,007,"Baker County, GA",Mar-19,"1,178     ","1,127     ",51     ,4.3
CN1300900000000,13,009,"Baldwin County, GA",Mar-19,"17,407     ","16,629     ",778     ,4.5
CN1301100000000,13,011,"Banks County, GA",Mar-19,"9,655     ","9,372     ",283     ,2.9
CN1301300000000,13,013,"Barrow County, GA",Mar-19,"40,248     ","39,008     ","1,240     ",3.1
CN1301500000000,13,015,"Bartow County, GA",Mar-19,"50,315     ","48,602     ","1,713     ",3.4
CN1301700000000,13,017,"Ben Hill County, GA",Mar-19,"5,383     ","5,090     ",293     ,5.4
CN1301900000000,13,019,"Berrien County, GA",Mar-19,"7,542     ","7,263     ",279     ,3.7
CN1302100000000,13,021,"Bibb County, GA",Mar-19,"68,337     ","65,568     ","2,769     ",4.1
CN1302300000000,13,023,"Bleckley County, GA",Mar-19,"4,661     ","4,423     ",238     ,5.1
CN1302500000000,13,025,"Brantley County, GA",Mar-19,"7,200     ","6,900     ",300     ,4.2
CN1302700000000,13,027,"Brooks County, GA",Mar-19,"6,970     ","6,726     ",244     ,3.5
CN1302900000000,13,029,"Bryan County, GA",Mar-19,"18,407     ","17,827     ",580     ,3.2
CN1303100000000,13,031,"Bulloch County, GA",Mar-19,"36,949     ","35,532     ","1,417     ",3.8
CN1303300000000,13,033,"Burke County, GA",Mar-19,"9,170     ","8,727     ",443     ,4.8
CN1303500000000,13,035,"Butts County, GA",Mar-19,"10,701     ","10,319     ",382     ,3.6
CN1303700000000,13,037,"Calhoun County, GA",Mar-19,"2,234     ","2,146     ",88     ,3.9
CN1303900000000,13,039,"Camden County, GA",Mar-19,"20,943     ","20,130     ",813     ,3.9
CN1304300000000,13,043,"Candler County, GA",Mar-19,"5,525     ","5,358     ",167     ,3.0
CN1304500000000,13,045,"Carroll County, GA",Mar-19,"54,983     ","52,991     ","1,992     ",3.6
CN1304700000000,13,047,"Catoosa County, GA",Mar-19,"33,437     ","32,389     ","1,048     ",3.1
CN1304900000000,13,049,"Charlton County, GA",Mar-19,"4,774     ","4,587     ",187     ,3.9
CN1305100000000,13,051,"Chatham County, GA",Mar-19,"140,564     ","135,726     ","4,838     ",3.4
CN1305300000000,13,053,"Chattahoochee County, GA",Mar-19,"2,033     ","1,926     ",107     ,5.3
CN1305500000000,13,055,"Chattooga County, GA",Mar-19,"10,268     ","9,877     ",391     ,3.8
CN1305700000000,13,057,"Cherokee County, GA",Mar-19,"135,157     ","131,198     ","3,959     ",2.9
CN1305900000000,13,059,"Clarke County, GA",Mar-19,"59,254     ","56,997     ","2,257     ",3.8
CN1306100000000,13,061,"Clay County, GA",Mar-19,872     ,817     ,55     ,6.3
CN1306300000000,13,063,"Clayton County, GA",Mar-19,"137,181     ","131,171     ","6,010     ",4.4
CN1306500000000,13,065,"Clinch County, GA",Mar-19,"2,750     ","2,649     ",101     ,3.7
CN1306700000000,13,067,"Cobb County, GA",Mar-19,"423,129     ","409,755     ","13,374     ",3.2
CN1306900000000,13,069,"Coffee County, GA",Mar-19,"18,949     ","18,212     ",737     ,3.9
CN1307100000000,13,071,"Colquitt County, GA",Mar-19,"21,617     ","20,917     ",700     ,3.2
CN1307300000000,13,073,"Columbia County, GA",Mar-19,"75,295     ","72,886     ","2,409     ",3.2
CN1307500000000,13,075,"Cook County, GA",Mar-19,"8,010     ","7,738     ",272     ,3.4
CN1307700000000,13,077,"Coweta County, GA",Mar-19,"74,252     ","71,959     ","2,293     ",3.1
CN1307900000000,13,079,"Crawford County, GA",Mar-19,"5,650     ","5,442     ",208     ,3.7
CN1308100000000,13,081,"Crisp County, GA",Mar-19,"9,405     ","9,012     ",393     ,4.2
CN1308300000000,13,083,"Dade County, GA",Mar-19,"8,179     ","7,890     ",289     ,3.5
CN1308500000000,13,085,"Dawson County, GA",Mar-19,"12,277     ","11,891     ",386     ,3.1
CN1308700000000,13,087,"Decatur County, GA",Mar-19,"11,702     ","11,263     ",439     ,3.8
CN1308900000000,13,089,"DeKalb County, GA",Mar-19,"397,574     ","383,095     ","14,479     ",3.6
CN1309100000000,13,091,"Dodge County, GA",Mar-19,"7,049     ","6,759     ",290     ,4.1
CN1309300000000,13,093,"Dooly County, GA",Mar-19,"5,100     ","4,908     ",192     ,3.8
CN1309500000000,13,095,"Dougherty County, GA",Mar-19,"38,330     ","36,449     ","1,881     ",4.9
CN1309700000000,13,097,"Douglas County, GA",Mar-19,"72,889     ","70,161     ","2,728     ",3.7
CN1309900000000,13,099,"Early County, GA",Mar-19,"4,317     ","4,139     ",178     ,4.1
CN1310100000000,13,101,"Echols County, GA",Mar-19,"1,943     ","1,887     ",56     ,2.9
CN1310300000000,13,103,"Effingham County, GA",Mar-19,"31,118     ","30,170     ",948     ,3.0
CN1310500000000,13,105,"Elbert County, GA",Mar-19,"7,628     ","7,323     ",305     ,4.0
CN1310700000000,13,107,"Emanuel County, GA",Mar-19,"8,268     ","7,873     ",395     ,4.8
CN1310900000000,13,109,"Evans County, GA",Mar-19,"4,866     ","4,698     ",168     ,3.5
CN1311100000000,13,111,"Fannin County, GA",Mar-19,"11,520     ","11,131     ",389     ,3.4
CN1311300000000,13,113,"Fayette County, GA",Mar-19,"57,739     ","55,895     ","1,844     ",3.2
CN1311500000000,13,115,"Floyd County, GA",Mar-19,"44,207     ","42,528     ","1,679     ",3.8
CN1311700000000,13,117,"Forsyth County, GA",Mar-19,"121,555     ","117,972     ","3,583     ",2.9
CN1311900000000,13,119,"Franklin County, GA",Mar-19,"10,148     ","9,779     ",369     ,3.6
CN1312100000000,13,121,"Fulton County, GA",Mar-19,"554,496     ","534,075     ","20,421     ",3.7
CN1312300000000,13,123,"Gilmer County, GA",Mar-19,"11,877     ","11,434     ",443     ,3.7
CN1312500000000,13,125,"Glascock County, GA",Mar-19,"1,274     ","1,225     ",49     ,3.8
CN1312700000000,13,127,"Glynn County, GA",Mar-19,"38,958     ","37,597     ","1,361     ",3.5
CN1312900000000,13,129,"Gordon County, GA",Mar-19,"27,615     ","26,668     ",947     ,3.4
CN1313100000000,13,131,"Grady County, GA",Mar-19,"10,732     ","10,367     ",365     ,3.4
CN1313300000000,13,133,"Greene County, GA",Mar-19,"7,068     ","6,779     ",289     ,4.1
CN1313500000000,13,135,"Gwinnett County, GA",Mar-19,"487,176     ","471,549     ","15,627     ",3.2
CN1313700000000,13,137,"Habersham County, GA",Mar-19,"19,323     ","18,595     ",728     ,3.8
CN1313900000000,13,139,"Hall County, GA",Mar-19,"101,899     ","98,866     ","3,033     ",3.0
CN1314100000000,13,141,"Hancock County, GA",Mar-19,"2,461     ","2,327     ",134     ,5.4
CN1314300000000,13,143,"Haralson County, GA",Mar-19,"12,488     ","12,056     ",432     ,3.5
CN1314500000000,13,145,"Harris County, GA",Mar-19,"16,799     ","16,264     ",535     ,3.2
CN1314700000000,13,147,"Hart County, GA",Mar-19,"11,613     ","11,220     ",393     ,3.4
CN1314900000000,13,149,"Heard County, GA",Mar-19,"5,228     ","5,046     ",182     ,3.5
CN1315100000000,13,151,"Henry County, GA",Mar-19,"115,100     ","110,751     ","4,349     ",3.8
CN1315300000000,13,153,"Houston County, GA",Mar-19,"70,604     ","68,144     ","2,460     ",3.5
CN1315500000000,13,155,"Irwin County, GA",Mar-19,"3,396     ","3,232     ",164     ,4.8
CN1315700000000,13,157,"Jackson County, GA",Mar-19,"36,245     ","35,198     ","1,047     ",2.9
CN1315900000000,13,159,"Jasper County, GA",Mar-19,"6,922     ","6,691     ",231     ,3.3
CN1316100000000,13,161,"Jeff Davis County, GA",Mar-19,"6,078     ","5,817     ",261     ,4.3
CN1316300000000,13,163,"Jefferson County, GA",Mar-19,"6,575     ","6,279     ",296     ,4.5
CN1316500000000,13,165,"Jenkins County, GA",Mar-19,"3,161     ","3,008     ",153     ,4.8
CN1316700000000,13,167,"Johnson County, GA",Mar-19,"4,115     ","3,965     ",150     ,3.6
CN1316900000000,13,169,"Jones County, GA",Mar-19,"13,793     ","13,337     ",456     ,3.3
CN1317100000000,13,171,"Lamar County, GA",Mar-19,"8,187     ","7,856     ",331     ,4.0
CN1317300000000,13,173,"Lanier County, GA",Mar-19,"3,768     ","3,609     ",159     ,4.2
CN1317500000000,13,175,"Laurens County, GA",Mar-19,"19,419     ","18,595     ",824     ,4.2
CN1317700000000,13,177,"Lee County, GA",Mar-19,"14,710     ","14,246     ",464     ,3.2
CN1317900000000,13,179,"Liberty County, GA",Mar-19,"26,182     ","25,215     ",967     ,3.7
CN1318100000000,13,181,"Lincoln County, GA",Mar-19,"3,587     ","3,435     ",152     ,4.2
CN1318300000000,13,183,"Long County, GA",Mar-19,"8,190     ","7,888     ",302     ,3.7
CN1318500000000,13,185,"Lowndes County, GA",Mar-19,"51,369     ","49,482     ","1,887     ",3.7
CN1318700000000,13,187,"Lumpkin County, GA",Mar-19,"16,670     ","16,123     ",547     ,3.3
CN1318900000000,13,189,"McDuffie County, GA",Mar-19,"8,837     ","8,414     ",423     ,4.8
